"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
481,"Bosch 1992","1992","Bosch, A.","El Neolític Antic al N.E. de Catalunya. Tesi doctoral. Col·legi Universitari de Girona. Universitat Autònoma de Barcelona (Barcelona 1992).","","2011-10-13 20:10:06","2014-07-17 12:44:34.729556",,"@book{bosch1992neolitic,
  title={El neolític antic al NE de Catalunya},
  author={Bosch, A.},
  year={1992},
  publisher={Universitat Autònoma de Barcelona}
}"
516,"Corominas/Marqués 1976","1976","Corominas, J.M. / Marquès, J.","La comarca de Bañolas. Girona, Diputació Provincial, p. 84.","","2011-10-13 20:10:06","2014-07-17 12:48:17.90007",,"@book{corominas1976comarca,
  title={La comarca de Bañolas},
  author={Corominas, J. M. and Marqués}, J.
  year={1976},
  publisher={Diputación Provincial}
}"
628,"Petit/Morral 1976","1976","Petit, M.A. / Morral, E.","Encantades de Martís. In: Canal, J., Soler. N. (dir.), El Paleolític a les comarques gironines. Caixa d’estalvis provincial de Girona (Girona 1976). p. 167-171.","","2011-10-13 20:10:06","2014-07-17 12:53:49.052082",,""
637,"Rauret 1986","1986","Rauret, A.M.","La seqüència estratigràfica de la cova de les Pixarelles (Tavertet, Osona). In: Tribuna de Arqueologia 1986, 1987. 59-68.","","2011-10-13 20:10:06","2014-07-17 13:05:08.503752",,"@article{rauret1986sequencia,
  title={La seqüència estratigràfica de la cova de les Pixarelles (Tavertet, Osona)},
  author={Rauret, AM},
  journal={Tribuna d'Arqueologia},
  volume={1987},
  pages={59--68},
  year={1986}
}"
458,"Alvarez et al. 1996","1996","Alvarez, R. / Rauret, A.M.","El Neolítico Final en la cueva de les Pixarelles: Actes del Ier. Congrés del Neolític a la Península Ibèrica 1995. Rubricatum I.1, 1996. 439-445.","","2011-10-13 20:10:06","2014-07-17 13:13:39.637285",,"@article{i1996neolitico,
  title={El neolítico final en la cueva de les Pixarelles},
  author={i Dalmau, Anna M Rauret and Arza, Raón Alvarez},
  journal={Rubricatum: revista del Museu de Gavà},
  number={1},
  pages={439--445},
  year={1996},
  publisher={Museu de Gavà}
}"
1181,"Weinberg 1962","1962","S. Weinberg","S. Weinberg, Excavations at prehistoric Elateia, 1959, Hesperia, 31(2),Â 158-209.
","","2014-07-17 13:58:47.573141","2014-07-17 13:58:47.573141",,""
1338,"Johnston et al. 1997","1997","Johnston, DA and BOARDMAN, S and CARTER, S and CRONE, A and FINLAYSON, B and PELLING, R and RITCHIE, R and SHERIDAN, A and TIPPING, R and WARD, T","Biggar Common, 1987-93: an early prehistoric funerary and domestic landscape in Clydesdale, South Lanarkshire.","","2015-03-05 10:59:30.063599","2015-03-05 10:59:30.063599",,"@inproceedings{johnston1997biggar,
  title={Biggar Common, 1987-93: an early prehistoric funerary and domestic landscape in Clydesdale, South Lanarkshire},
  author={Johnston, DA and BOARDMAN, S and CARTER, S and CRONE, A and FINLAYSON, B and PELLING, R and RITCHIE, R and SHERIDAN, A and TIPPING, R and WARD, T},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={127},
  pages={185--253},
  year={1997},
  organization={National Museum of Antiquities of Scotland}
}"
1339,"Sheridan 2007","2007","Sheridan, Alison","From Picardie to Pickering and Pencraig Hill? New information on theCarinated Bowl Neolithic'in northern Britain.","","2015-03-05 10:59:30.070265","2015-03-05 10:59:30.070265",,"@inproceedings{sheridan2007picardie,
  title={From Picardie to Pickering and Pencraig Hill? New information on theCarinated Bowl Neolithic'in northern Britain},
  author={Sheridan, Alison},
  booktitle={PROCEEDINGS-BRITISH ACADEMY},
  volume={144},
  pages={441},
  year={2007},
  organization={OXFORD UNIVERSITY PRESS INC.}
}"
638,"Rauret et al. 1990","1990","Rauret, A.M. / Mestres, J.S. / García, J.F.","Relation Between Cultural and 14C Ages from a Bronze Age Site Stratigraphy of the Pixarelles Cave, Catalonia, Spain. In: Mook, W.G., Waterbolk, H.T. (eds.), Proceedings of the Second International Symposium 14C and Archaeology (Groninger, 1987). PACT 29 ( Estrasburg 1990). 395-402.","","2011-10-13 20:10:06","2014-07-17 13:17:03.962318",,"@inproceedings{rauret1990relation,
  title={Relation between Cultural and 14C Ages from a Bronze Age Site. Stratigraphy of the Pixarelles Cave, Catalonia, Spain},
  author={RAURET, AM and MESTRES, JS and GARCIA, JF},
  booktitle={Pact},
  number={29},
  pages={395--402},
  year={1990}
}"
586,"Martín et al. 1983","1983","Martín, A. / Biosca, A. I Albareda, M.J.","Excavacions a la Cova del Frare (Matadepera, Vallès Occidental). Dinàmica ecològica, seqüència cultural i cronologia absoluta. In:  Tribuna d’Arqueologia 1983, 1984. 91-103.","","2011-10-13 20:10:06","2014-07-17 14:48:58.030208",,"@article{martin1983excavacions,
  title={Excavacions a la Cova del Frare (Matadepera, Vallès Occidental). Dinàmica ecològica, seqüència cultural i cronologia absoluta},
  author={Martín, A and Biosca, A and Albareda, MJ},
  journal={Tribuna d’Arqueologia},
  volume={1983},
  pages={91--103},
  year={1984}
}"
1183,"Fullola et al. 1992","1992","Fullola, J.M. / Bergadà, M. M. / Bartrolí, R.","La cova del Parco (Alòs de Balaguer, Lleida): darreres campanyes d’excavacions (1988--90). Tribuna d'Arqueologia 1990-1991, 1992, 17--26.","","2014-07-17 15:53:47.498438","2014-07-17 15:54:14.072204",,"@article{fullola1992cova,
  title={La cova del Parco (Alòs de Balaguer, Lleida): darreres campanyes d’excavacions (1988--90)},
  author={Fullola, J.M. and Bergadà, M. M. and Bartrolí, R},
  journal={Tribuna d'Arqueologia},
  volume={1990-1991},
  pages={17--26},
  year={1992}
}"
1187,"Gibaja et al. 2010","2010","Gibaja, J.F. and Majó, T. and Chambon, P. and Ruíz, J. and Subirá, M. E.","Prácticas funerarias durante el neolítico. Los enterramientos infantiles en el noreste de la Península Ibérica. Complutum 21 / 2, 2010, 47--68.","","2014-07-18 09:53:27.45778","2014-07-18 09:53:27.45778",,"@article{gibaja2010practicas,
  title={Prácticas funerarias durante el neolítico. Los enterramientos infantiles en el noreste de la Península Ibérica},
  author={Gibaja, J.F. and Majó, T. and Chambon, P. and Ruíz, J. and Subirá, M. E.},
  journal={Complutum},
  volume={21},
  number={2},
  pages={47--68},
  year={2010}
}"
509,"Cebrià/Bartrolí 1997","1997","Cebrià, A. / Bartrolí, R.","La Cova de la Guineu . Ocupacions i usos d’una cavitat de la Serra de Font-rubí (Alt Penedès) del tardiglacial fins a l’era moderna. Memòria de les campanyes realitzades en els anys 1997-1998 i 1999. Servei d’Arqueologia de la Generalitat de Catalunya.","","2011-10-13 20:10:06","2014-07-18 09:56:22.753433",,""
1237,"Miles 1986","1986","Miles, DAV1D","Archaeology at Barton Court Farm, Abingdon, Oxon. CBA Research Report 50, 1986.","","2014-11-10 10:51:56.110685","2014-11-10 10:52:42.15977",,"@article{miles1986archaeology,
  title={Archaeology at Barton Court Farm, Abingdon, Oxon},
  author={Miles, DAV1D},
  journal={CBA Research Report},
  volume={50},
  year={1986}
}"
1238,"Drewett 1975","1975","P. Drewett","P. Drewett, The excavation of an oval burial mound of the third
millenium BC at Alfriston, East Sussex, 1974, Proc Prehist Soc, 41, 119 - 152.","","2014-11-10 11:01:23.230267","2014-11-10 11:01:23.230267",,""
1240,"Manby 1980","1980","Manby, TG","Excavations of barrows at Grindale and Boynton, East Yorkshire 1972. Yorks. Archaeol. J 52, 1980, 19--28.","","2014-11-10 13:04:53.284142","2014-11-10 13:04:53.284142",,"@article{manby1980excavations,
  title={Excavations of barrows at Grindale and Boynton, East Yorkshire 1972},
  author={Manby, TG},
  journal={Yorks. Archaeol. J},
  volume={52},
  pages={19--28},
  year={1980}
}"
1245,"Reimer et al. 2004","2004","Reimer, Paula J and Baillie, Mike GL and Bard, Edouard and Bayliss, Alex and Beck, J Warren and Bertrand, Chanda JH and Blackwell, Paul G and Buck, Caitlin E and Burr, George S and Cutler, Kirsten B and others","IntCal04 terrestrial radiocarbon age calibration, 0-26 cal kyr BP, 2004.","","2014-11-19 14:37:31.22866","2014-11-19 14:37:31.22866",,"@article{reimer2004intcal04,
  title={IntCal04 terrestrial radiocarbon age calibration, 0-26 cal kyr BP},
  author={Reimer, Paula J and Baillie, Mike GL and Bard, Edouard and Bayliss, Alex and Beck, J Warren and Bertrand, Chanda JH and Blackwell, Paul G and Buck, Caitlin E and Burr, George S and Cutler, Kirsten B and others},
  year={2004},
  publisher={Dept. of Geosciences, University of Arizona}
}"
1246,"Ward/Wilson 1978","1978","Ward, Greame K and Wilson, SR","Procedures for comparing and combining radiocarbon age determinations: a critique. Archaeometry 20 / 1, 1978, 19--31.","","2014-11-19 14:37:31.235456","2014-11-19 14:37:31.235456",,"@article{ward1978procedures,
  title={Procedures for comparing and combining radiocarbon age determinations: a critique},
  author={Ward, Greame K and Wilson, SR},
  journal={Archaeometry},
  volume={20},
  number={1},
  pages={19--31},
  year={1978},
  publisher={Wiley Online Library}
}"
1284,"Raftery 1996","1996","Raftery, Barry","Trackway excavations in the Mountdillon bogs, Co. Longford, 1985-1991 (1996).","","2015-02-09 09:37:50.859751","2015-02-09 09:37:50.859751",,"@book{raftery1996trackway,
  title={Trackway excavations in the Mountdillon bogs, Co. Longford, 1985-1991},
  author={Raftery, Barry},
  year={1996},
  publisher={Crann{\'o}g Publication}
}"
1285,"Brindley/Lanting 1998","1998","Brindley, AL and Lanting, JN","Radiocarbon dates for Irish trackways. The Journal of Irish Archaeology, 1998, 45--67.","","2015-02-09 09:37:50.879541","2015-02-09 09:37:50.879541",,"@article{brindley1998radiocarbon,
  title={Radiocarbon dates for Irish trackways},
  author={Brindley, AL and Lanting, JN},
  journal={The Journal of Irish Archaeology},
  pages={45--67},
  year={1998},
  publisher={JSTOR}
}"
1288,"Herity 1982","1982","Herity, Michael","Irish decorated Neolithic pottery. Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature, 1982, 247--404.","","2015-02-09 10:01:50.076794","2015-02-09 10:01:50.076794",,"@article{herity1982irish,
  title={Irish decorated Neolithic pottery},
  author={Herity, Michael},
  journal={Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature},
  pages={247--404},
  year={1982},
  publisher={JSTOR}
}"
1289,"Ryan 1980","1980","Ryan, M","Prehistoric burials at Clane, Co. Kildare. Journal of the Kildare Archaeological Society 16, 1980, 108--14.","","2015-02-09 10:01:50.082322","2015-02-09 10:01:50.082322",,"@article{ryan1980prehistoric,
  title={Prehistoric burials at Clane, Co. Kildare},
  author={Ryan, M},
  journal={Journal of the Kildare Archaeological Society},
  volume={16},
  pages={108--14},
  year={1980}
}"
1294,"Woodman et al. 1999","1999","Wooman, PC and Anderson, Elizabeth and Finlay, Nyree","Excavations at Ferriter's Cove, 1983-95: last foragers, first farmers in the Dingle Peninsula (1999).","","2015-02-09 10:15:42.558343","2015-02-09 10:15:42.558343",,"@book{wooman1999excavations,
  title={Excavations at Ferriter's Cove, 1983-95: last foragers, first farmers in the Dingle Peninsula},
  author={Wooman, PC and Anderson, Elizabeth and Finlay, Nyree},
  year={1999},
  publisher={Wordwell}
}"
1239,"Jordon et al. 1994","1994","Jordon, David and Haddon-Reece, David and Bayliss, Alex","Radiocarbon dates: from samples funded by English Heritage and dated before 1981 (1994).","","2014-11-10 11:46:49.008486","2014-11-10 11:46:49.008486",,"@book{jordon1994radiocarbon,
  title={Radiocarbon dates: from samples funded by English Heritage and dated before 1981},
  author={Jordon, David and Haddon-Reece, David and Bayliss, Alex},
  year={1994},
  publisher={English Heritage}
}"
629,"Petit/Estrada 1996","1996","Petit, M. A. / Estrada, A.","El procés de neolitització a la vall del Segre, In Petit, M. A. (ed.), El procés de neolitització a la vall del Segre. La cova del Parco (Alòs de Balaguer, La Noguera). Estudi de les ocupacions humanes del Vè al IIn mil·lenni aC). Monografies del SERP 1 (Barcelona, 1996). p. 49-53.","","2011-10-13 20:10:06","2014-07-17 15:58:14.339879",,"@article{petit1996proces,
  title={El procés de neolitització a la Vall del Segre},
  author={Petit, M},
  journal={La Cova del Parco (Alòs de Balaguer). Estudi de les ocupacions humanes del Vè al II mil{\textperiodcentered} lenni aC},
  year={1996}
}"
1186,"Burleigh/Matthews 1982","1982","R. Burleigh/K. Matthews","R. Burleigh/K. Matthews, British Museum natural radiocarbon measurements XIII, Radiocarbon, 24, 151-170.
","","2014-07-18 09:51:34.856898","2014-07-18 09:51:34.856898",,""
1188,"Barker/Mackey 1963","1963","H. A. Barker/C. J. Mackey","H. A. Barker/C. J. Mackey, British Museum natural radiocarbon measurements IV, Radiocarbon, 5,104-108.","","2014-07-18 09:56:50.236334","2014-07-18 09:56:50.236334",,""
1190,"Görsdorf/Bojadziev 1996","1996","J. Görsdorf/J. Bojadziev","J. Görsdorf/J. Bojadziev, Zur absoluten Chronologie der bulgarischen Urgeschichte, Eurasia Antiqua, 2, 105-173.","","2014-07-18 10:08:18.401501","2014-07-18 10:08:18.401501",,"PPN: 1754696988
   Aufsatztitel: Zur absoluten Chronologie der bulgarischen Urgeschichte.
                 Berliner 14C-Datierungen von bulgarischen archäologischen
                 Fundplätzen
Sonst. Personen: Görsdorf, Jochen ; Bojadziev, Javor
             In: Eurasia antiqua, Bd. 2.1996, S. 105-173
    Sachgruppen: Dewey Decimal Classification: 60 ; 900 ; 930
"
560,"Llongueras et al. 1979","1979","Llongueras, M. / Petit, M.A. / Marcet, R. / Guilaine, J. / Thommeret, J. Iy.","Cova del Toll (Moià, Barcelona). In: Noves dates de C14 a Catalunya. Ampurias 41-42, 1979, p. 347-351","","2011-10-13 20:10:06","2014-07-18 10:14:46.63276",,""
1191,"Easton 1976","1976","D. F. Easton","D. F. Easton, Towards a Chronology for the Anatolian Early Bronze Age, Anatolian Studies - Journal of the British Institute of Archaeology at Ankara XXVI, 1976, 145-173.","","2014-07-18 10:40:39.399032","2014-07-18 10:40:39.399032",,"@book{GBV-606647252,
 author = {Easton, D. F.},
 title = {Towards a chronology for the Anatolian Early Bronze Age},
 year = {1976},
 note = {Aus: Anatolian studies 26.1976},
 pages = {S. 145-173},
}"
1241,"Jarvis 1982","1982","K. Jarvis","K. Jarvis, Excavations in Christchurch 1969-80,Dorset
Natur Hist Archaeol Soc Monogr Ser, 5, 1982.","","2014-11-11 14:50:50.263721","2014-11-11 14:50:50.263721",,""
1286,"Cleary 1995","1995","Cleary, Rose M and Lanting, J and Donnabh{\'a}in, Barra {\'O} and Power, Catryn and Lennon, Anne-Marie and Anderson, Elizabeth and Cleary, RM and van Wijngaarden-Bakker, Louise H","Later Bronze Age settlement and prehistoric burials, Lough Gur, Co. Limerick. Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature, 1995, 1--92.","","2015-02-09 09:57:27.576346","2015-02-09 09:57:27.576346",,"@article{cleary1995later,
  title={Later Bronze Age settlement and prehistoric burials, Lough Gur, Co. Limerick},
  author={Cleary, Rose M and Lanting, J and Donnabh{\'a}in, Barra {\'O} and Power, Catryn and Lennon, Anne-Marie and Anderson, Elizabeth and Cleary, RM and van Wijngaarden-Bakker, Louise H},
  journal={Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature},
  pages={1--92},
  year={1995},
  publisher={JSTOR}
}"
1287,"Brindley/Lanting 1990","1989","Brindley, AL and Lanting, JN","Radiocarbon dates for Neolithic single burials. The Journal of Irish Archaeology, 1989, 1--7.","","2015-02-09 09:57:27.583406","2015-02-09 09:57:27.583406",,"@article{brindley1989radiocarbon,
  title={Radiocarbon dates for Neolithic single burials},
  author={Brindley, AL and Lanting, JN},
  journal={The Journal of Irish Archaeology},
  pages={1--7},
  year={1989},
  publisher={JSTOR}
}"
1302,"Hencken 1935","1935","Hencken, H O'Neill and Movius, Hallam L","A Cairn at Poulawack, County Clare: With a Report on the Human Remains. The Journal of the Royal Society of Antiquaries of Ireland, 1935, 191--222.","","2015-02-09 11:39:56.496856","2015-02-09 11:39:56.496856",,"@article{hencken1935cairn,
  title={A Cairn at Poulawack, County Clare: With a Report on the Human Remains},
  author={Hencken, H O'Neill and Movius, Hallam L},
  journal={The Journal of the Royal Society of Antiquaries of Ireland},
  pages={191--222},
  year={1935},
  publisher={JSTOR}
}"
1303,"Ryan 1981","1981","Ryan, Michael","Poulawack, Co. Clare: the affinities of the central burial structure. Irish Antiquity, Cork, 1981, 134--146.","","2015-02-09 11:39:56.502236","2015-02-09 11:39:56.502236",,"@article{ryan1981poulawack,
  title={Poulawack, Co. Clare: the affinities of the central burial structure},
  author={Ryan, Michael},
  journal={Irish Antiquity, Cork},
  pages={134--146},
  year={1981}
}"
1304,"Brindley/Lanting 1992","1991","Brindley, AL and Lanting, JN","Radiocarbon dates from the cemetery at Poulawack, Co. Clare. The Journal of Irish Archaeology, 1991, 13--17.","","2015-02-09 11:39:56.507578","2015-02-09 11:39:56.507578",,"@article{brindley1991radiocarbon,
  title={Radiocarbon dates from the cemetery at Poulawack, Co. Clare},
  author={Brindley, AL and Lanting, JN},
  journal={The Journal of Irish Archaeology},
  pages={13--17},
  year={1991},
  publisher={JSTOR}
}"
1306,"Grogan 1991","1991","Grogan, E","Appendix: radiocarbon dates from Brugh na B{\'o}inne. G. Eogan, Prehistoric and early historic change in Brugh na Boinne, 1991, 126--7.","","2015-02-09 11:59:10.339556","2015-02-09 11:59:10.339556",,"@article{grogan1991appendix,
  title={Appendix: radiocarbon dates from Brugh na B{\'o}inne},
  author={Grogan, E},
  journal={G. Eogan, Prehistoric and early historic change in Brugh na Boinne},
  pages={126--7},
  year={1991}
}"
1307,"Bergh 1995","1995","Bergh, Stefan","Landscape of the monuments: a study of the passage tombs in the C{\'u}il Irra region (1995).","","2015-02-09 11:59:10.34467","2015-02-09 11:59:10.34467",,"@book{bergh1995landscape,
  title={Landscape of the monuments: a study of the passage tombs in the C{\'u}il Irra region},
  author={Bergh, Stefan},
  year={1995},
  publisher={[Byr{\aa}n f{\""o}r arkeologiska unders{\""o}kningar], Riksantikvarie{\""a}mbetet}
}"
588,"Martín et al. 1981","1981","Martín, A. / Guilaine, J. / Thommeret, J. I Y.","Estratigrafía y dataciones C14 del yacimiento de la “Cova del Frare” de Sant Llorenç del Munt (Matadepera, Barcelona), Zephyrus 12-13, 1981. 101-111.","","2011-10-13 20:10:06","2014-07-17 14:43:16.263157",,"@article{martin1981,
  title={et Y.(1981): Estratigrafía y dataciones C14 del yacimiento de la “Cova del Frare” de Sant Llorenç del Munt (Matadepera, Barcelona)},
  author={MARTÍN, A and GUILAINE, J and THOMMERET, J},
  journal={Zephyrus, XXXII-XXXIII. Salamanca}
}"
1242,"Saville et al. 1990","1990","Saville, Alan and Hall, Elizabeth and Hoyle, Jon and Heritage, English","Hazleton North, Gloucestershire, 1979-82: the excavation of a Neolithic long cairn of the Cotswold-Severn group 13 (1990).","","2014-11-19 13:49:35.414736","2014-11-19 13:49:35.414736",,"@book{saville1990hazleton,
  title={Hazleton North, Gloucestershire, 1979-82: the excavation of a Neolithic long cairn of the Cotswold-Severn group},
  author={Saville, Alan and Hall, Elizabeth and Hoyle, Jon and Heritage, English},
  volume={13},
  year={1990},
  publisher={Historic Buildings \& Monuments Commission for England}
}
"
1182,"Fullola/García-Argüelles 2006","2006","Fullola, J.M. and García-Argüelles, P","La Cueva del Parco (Alòs de Balaguer, Lleida) y el Abrigo del Fila-dor (Margalef de Montsant, Tarragona): dos se-cuencias clave para el conocimiento del epipaleo-lítico en el nordeste peninsular. El Mesolítico de muescas y denticulados en la cuenca del Ebro y el litoral mediterráneo peninsular. Diputación Foral de Álava. (Álava 2006). p. 121--133.","","2014-07-17 15:45:31.217386","2014-07-17 15:46:50.785608",,"@article{fullola2006cueva,
  title={La Cueva del Parco (Alòs de Balaguer, Lleida) y el Abrigo del Fila-dor (Margalef de Montsant, Tarragona): dos se-cuencias clave para el conocimiento del epipaleo-lítico en el nordeste peninsular},
  author={Fullola, J.M. and García-Argüelles, P},
  journal={El Mesolítico de muescas y denticulados en la cuenca del Ebro y el litoral mediterráneo peninsular. Diputación Foral de Álava. Álava},
  pages={121--133},
  year={2006}
}"
540,"Fullola 2001a","2001","Fullola, J.M.","Recherches sur le Paléolithique supérieur dans le Nord-Est ibérique: la Catalogne (1996-2000). In: Noiret, P. (ed.), Le Paléolithique supérieur européen. Bilan quinquennal 1996-2001. ERAUL 97 (Liège 2001). p. 141-148.","","2011-10-13 20:10:06","2014-07-17 16:07:28.371538",,"@article{fullola2001recherches,
  title={Recherches sur le Paléolithique supérieur dans le Nord-Est ibérique: la Catalogne (1996-2000)},
  author={Fullola, J.M.},
  journal={Le Paléolithique supérieur européen. Bilan quinquennal 1996-2001. ERAUL},
  volume={97},
  pages={141--148},
  year={2001}
}"
1184,"Renfrew 1971","1971","C. Renfrew","C. Renfrew, Sitagroi, radiocarbon and the prehistory of south-east Europe, Antiquity 45, 275-282. ","","2014-07-18 09:18:39.473878","2014-07-18 09:18:39.473878",,""
1185,"Evans 1968","1968","J. Evans","J. Evans, Knossos Neolithic, part II: summary and conclusions. Annual of the British School at Athens, 63, 267-276.

","","2014-07-18 09:45:08.922354","2014-07-18 09:45:08.922354",,""
1189,"Burleigh/Hewson 1979","1979","R. Burleigh/A. Hewson","R. Burleigh/A. Hewson, British Museum natural radiocarbon measurements XI. Radiocarbon, 21, 339-35

","","2014-07-18 10:00:45.277953","2014-07-18 10:00:45.277953",,""
1290,"Liversage 1968","1968","Liversage, GD","Excavations at Dalkey Island, Co. Dublin, 1956-1959.","","2015-02-09 10:05:50.729463","2015-02-09 10:05:50.729463",,"@inproceedings{liversage1968excavations,
  title={Excavations at Dalkey Island, Co. Dublin, 1956-1959},
  author={Liversage, GD},
  year={1968},
  organization={Royal Irish Academy}
}"
1192,"Gilman 1992","1992","Gilman, A","The Iberian Peninsula, 6000--1500 BC. In: Chronologies in old world archeology 1 (Chicago 1992). 238-301. ","","2014-07-18 11:29:21.47512","2014-07-18 11:31:30.160127",,"@misc{gilman1992iberian,
  title={The Iberian Peninsula, 6000--1500 BC},
  author={Gilman, A},
  journal={Chronologies in old world archeology},
  volume={1},
  pages={238-301},
  year={1992},
  publisher={Chicago: University of Chicago Press}
}"
1291,"Woodman et. al. 1997","1997","Woodman, Peter and McCarthy, Margaret and Monaghan, Nigel","The Irish quaternary fauna project. Quaternary Science Reviews 16 / 2, 1997, 129--159.","","2015-02-09 10:05:50.738779","2015-02-09 10:05:50.738779",,"@article{woodman1997irish,
  title={The Irish quaternary fauna project},
  author={Woodman, Peter and McCarthy, Margaret and Monaghan, Nigel},
  journal={Quaternary Science Reviews},
  volume={16},
  number={2},
  pages={129--159},
  year={1997},
  publisher={Elsevier}
}"
1296,"Manning 1985","1985","Manning, Conleth and O'Sullivan, VR and Kaar, GF and Curtin, WA and McCormick, Finbar and Kennan, PS and Collins, J and Cooney, G and Brindley, AL and Lanting, JN and others","A Neolithic burial mound at Ashleypark, Co. Tipperary. Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature, 1985, 61--100.","","2015-02-09 11:04:09.108934","2015-02-09 11:04:09.108934",,"@article{manning1985neolithic,
  title={A Neolithic burial mound at Ashleypark, Co. Tipperary},
  author={Manning, Conleth and O'Sullivan, VR and Kaar, GF and Curtin, WA and McCormick, Finbar and Kennan, PS and Collins, J and Cooney, G and Brindley, AL and Lanting, JN and others},
  journal={Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature},
  pages={61--100},
  year={1985},
  publisher={JSTOR}
}"
1300,"Raftery 1974","1974","Raftery, Barry","A prehistoric burial mound at Baunogenasraid, Co. Carlow. Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature, 1974, 277--312.","","2015-02-09 11:21:31.53623","2015-02-09 11:21:31.53623",,"@article{raftery1974prehistoric,
  title={A prehistoric burial mound at Baunogenasraid, Co. Carlow},
  author={Raftery, Barry},
  journal={Proceedings of the Royal Irish Academy. Section C: Archaeology, Celtic Studies, History, Linguistics, Literature},
  pages={277--312},
  year={1974},
  publisher={JSTOR}
}"
1340,"BROPHY 2006","2006","BROPHY, Kenneth","Rethinking Scotland's Neolithic: combining circumstance with context.","","2015-03-05 11:15:30.773762","2015-03-05 11:15:30.773762",,"@inproceedings{brophy2006rethinking,
  title={Rethinking Scotland's Neolithic: combining circumstance with context},
  author={BROPHY, Kenneth},
  booktitle={Proceedings of the Society of Antiquaries of Scotland},
  volume={136},
  pages={7--46},
  year={2006},
  organization={National Museum of Antiquities of Scotland}
}"
1362,"Cook/Dunbar 2008","2008","Cook, Murray and Dunbar, Lindsay","Rituals, roundhouses and Romans: excavations at Kintore, Aberdeenshire, 2000-2006. Vol. 1, Forest Road (2008).","","2015-06-02 10:33:04.913178","2015-06-02 10:33:04.913178",,"@book{cook2008rituals,
  title={Rituals, roundhouses and Romans: excavations at Kintore, Aberdeenshire, 2000-2006. Vol. 1, Forest Road},
  author={Cook, Murray and Dunbar, Lindsay},
  year={2008},
  publisher={Scottish Trust for Archaeological Research}
}"
1243,"A. Bayliss et al. 2007","2007","A. Bayliss, C. Bronk Ramsey, G. Cook, J. van der Plicht","A. Bayliss, C. Bronk Ramsey, G. Cook, J. van der Plicht, Radiocarbon Dates. From samples funded by English Heritage under the Aggregates Levy Sustainability fund 2002-4 (Swindon 2007).","","2014-11-19 14:12:56.916571","2014-11-19 14:12:56.916571",,""
1244,"Meadows et al. 2007","2007","Meadows, John and Barclay, Alistair and Bayliss, Alex","A short passage of time: the dating of the Hazleton long cairn revisited. Cambridge Archaeological Journal 17 / S1, 2007, 45--64.","","2014-11-19 14:12:56.927876","2014-11-19 14:12:56.927876",,"@article{meadows2007short,
  title={A short passage of time: the dating of the Hazleton long cairn revisited},
  author={Meadows, John and Barclay, Alistair and Bayliss, Alex},
  journal={Cambridge Archaeological Journal},
  volume={17},
  number={S1},
  pages={45--64},
  year={2007},
  publisher={Cambridge Univ Press}
}"
470,"Bartrolí et al. 1994","1994","Zapata, M. / Farell, D. / Martín, A. E. / Gamarra, A. / Bartrolí, R.","El Neolítico Antiguo de la cova del Parco (Alòs de Balaguer, Catalunya) y el proceso de neolitizaciónen el valle del río Segre: 1er Congresso de Arqueologia Peninsular, Porto, 12-18 de Outubro de 1993. Actas dos Trabalhos de Antropologia e Etnologia 24. p. 65-90.","","2011-10-13 20:10:06","2014-07-17 15:21:07.741297",,"@inproceedings{zapata1994neolitico,
  title={El Neolítico Antiguo de la cova del Parco (Alòs de Balaguer, Catalunya) y el proceso de neolitizaciónen el valle del río Segre},
  author={Zapata, M. and Farell, D. and Martín, A. E. and Gamarra, A. and Bartrolí, R.},
  booktitle={1. {\textordmasculine} Congresso de Arqueologia Peninsular:(Porto, 12-18 de Outubro de 1993): actas},
  pages={65--83},
  year={1994},
  organization={Sociedade Portuguesa de Antropologia e Etnologia}
}"
